I ensGene transcript 335 649 . + . YAL069W     
I ensGene transcript 538 792 . + . YAL068W-A     
I ensGene transcript 1807 2169 . - . YAL068C     
I ensGene transcript 2480 2707 . + . YAL067W-A     
I ensGene transcript 7235 9016 . - . YAL067C     
I ensGene transcript 10091 10399 . + . YAL066W     
I ensGene transcript 11565 11951 . - . YAL065C     
I ensGene transcript 12046 12426 . + . YAL064W-B     
I ensGene transcript 13363 13743 . - . YAL064C-A     
I ensGene transcript 21566 21850 . + . YAL064W     
I ensGene transcript 22395 22685 . - . YAL063C-A     
I ensGene transcript 24000 27968 . - . YAL063C     
I ensGene transcript 31567 32940 . + . YAL062W     
I ensGene transcript 33448 34701 . + . YAL061W     
I ensGene transcript 35155 36303 . + . YAL060W     
I ensGene transcript 36496 36918 . - . YAL059C-A     
I ensGene transcript 36509 37147 . + . YAL059W     
I ensGene transcript 37464 38972 . + . YAL058W     
I ensGene transcript 38696 39046 . - . YAL056C-A     
I ensGene transcript 39259 41901 . + . YAL056W     
I ensGene transcript 42177 42719 . + . YAL055W     
I ensGene transcript 42881 45022 . - . YAL054C     
I ensGene transcript 45899 48250 . + . YAL053W     
I ensGene transcript 48564 51707 . + . YAL051W     
I ensGene transcript 51855 52595 . - . YAL049C     
I ensGene transcript 52801 54789 . - . YAL048C     
I ensGene transcript 54584 54913 . + . YAL047W-A     
I ensGene transcript 54989 56857 . - . YAL047C     
I ensGene transcript 57029 57385 . - . YAL046C     
I ensGene transcript 57488 57796 . - . YAL045C     
I ensGene transcript 57518 57850 . + . YAL044W-A     
I ensGene transcript 57950 58462 . - . YAL044C     
I ensGene transcript 58695 61052 . - . YAL043C     
I ensGene transcript 61231 61608 . - . YAL042C-A     
I ensGene transcript 61316 62563 . + . YAL042W     
I ensGene transcript 62840 65404 . + . YAL041W     
I ensGene transcript 65778 67520 . - . YAL040C     
I ensGene transcript 68716 69525 . - . YAL039C     
I ensGene transcript 71786 73288 . + . YAL038W     
I ensGene transcript 72326 73300 . - . YAL037C-B     
I ensGene transcript 73426 73518 . - . YAL037C-A     
I ensGene transcript 74020 74823 . + . YAL037W     
I ensGene transcript 75043 76152 . - . YAL036C     
I ensGene transcript 76427 79435 . + . YAL035W     
I ensGene transcript 79489 79842 . - . YAL034C-B     
I ensGene transcript 79718 80587 . + . YAL034W-A     
I ensGene transcript 80710 81951 . - . YAL034C     
I ensGene transcript 82706 83227 . + . YAL033W     
I ensGene transcript 83335 84474 . - . YAL032C     
I ensGene transcript 84669 84977 . + . YAL031W-A     
I ensGene transcript 84749 87031 . - . YAL031C     
I ensGene transcript 87286 87752 . + . YAL030W     
I ensGene transcript 87855 92270 . - . YAL029C     
I ensGene transcript 92900 94486 . + . YAL028W     
I ensGene transcript 94687 95472 . + . YAL027W     
I ensGene transcript 95386 95823 . - . YAL026C-A     
I ensGene transcript 95630 99697 . - . YAL026C     
I ensGene transcript 99305 99868 . + . HRA1     
I ensGene transcript 100225 101145 . - . YAL025C     
I ensGene transcript 101565 105872 . - . YAL024C     
I ensGene transcript 106272 108551 . - . YAL023C     
I ensGene transcript 108877 110430 . - . YAL022C     
I ensGene transcript 110846 113359 . - . YAL021C     
I ensGene transcript 113614 114615 . - . YAL020C     
I ensGene transcript 114250 114819 . + . YAL019W-A     
I ensGene transcript 114919 118314 . + . YAL019W     
I ensGene transcript 118564 119541 . - . YAL018C     
I ensGene transcript 120225 124295 . + . YAL017W     
I ensGene transcript 124307 124492 . - . YAL016C-B     
